Numero de Paginas,Densidad Informacion (%),Fechas Detectadas (Count),Tamaño cuerpo probable,Variedad de fuentes,Variedad de tamaños,Uso de negritas (estimado %),Uso de cursivas (estimado %),Porcentaje Lenguaje Técnico,LinkedIn,GitHub,Website/Otro,Cantidad de imágenes,Tiene Elementos Graficos,Lineas_education,Lineas_work_experience,Lineas_skills,Lineas_certifications,Lineas_achievements,Lineas_professional_profile,Lineas_languages,Lineas_projects,Lineas_publications,Lineas_training_courses,Lineas_volunteer_work,Seccion_languages,Seccion_publications,Seccion_training_courses,texto_extraido_len,Promedio tamaño fuente,Formato Texto (Lineas)_Párrafos,Formato Texto (Lineas)_Viñetas,Orden Temporal_Orden Temporal Detectado,Formato Fecha Más Común_MM-YYYY,Formato Fecha Más Común_MM/YYYY,Formato Fecha Más Común_Mon YYYY (EN),Formato Fecha Más Común_YYYY,Fuente principal_ArialMT,Fuente principal_Calibri,Fuente principal_Otra,Fuente principal_Tahoma,Legibilidad general_Buena,Consistencia tamaños fuente_Consistente,Consistencia márgenes (aprox)_Consistente,Uso de colores (texto)_Sí,Uso de colores (dibujos)_Sí,Deteccion Foto Perfil_Posible Foto Detectada,secciones_completas,Ratio_Lineas_Experiencia_len,Passed
1,8.23,3,7,2,5,46.1,46.1,4.51,1,0,1,0,0,1,2,1,0,23,20,6,5,5,0,0,1,1,0,2652,10.6,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,8,0.0007541478129713424,0
5,3.56,0,11,6,6,19.0,80.6,10.44,0,1,0,0,1,4,1,6,1,0,0,1,0,11,17,0,1,1,1,5957,14.333333333333334,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,8,0.00016786973308712439,0
1,11.29,1,8,3,5,10.2,100.0,9.91,1,1,0,1,1,3,19,8,0,0,0,7,0,0,10,7,1,1,1,3647,12.6,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,8,0.005209761447765287,0
1,6.53,0,10,7,5,15.8,100.0,13.79,1,0,0,0,0,1,1,0,0,0,0,5,0,4,0,0,1,1,1,2110,12.8,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,8,0.00047393364928909954,0
5,7.95,1,9,9,5,8.1,15.8,6.86,0,0,0,0,0,7,4,0,0,3,3,29,17,7,3,0,1,1,1,12843,11.6,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,9,0.00031145371019232265,0
2,6.73,1,11,3,3,21.4,100.0,2.01,1,0,0,4,0,3,23,13,0,0,0,0,0,10,0,0,0,1,1,4352,14.0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,7,0.005284926470588236,0
2,9.94,6,10,5,7,0.2,100.0,11.19,0,1,1,1,0,1,0,8,0,41,21,0,3,40,0,16,1,1,1,6422,11.428571428571429,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,9,0.0,0
1,6.81,0,9,3,4,8.3,100.0,14.02,0,0,0,0,0,2,1,14,0,0,3,4,0,19,7,0,1,1,1,2274,12.0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,9,0.00043975373790677223,0
1,9.13,1,11,5,8,38.3,100.0,9.89,0,0,0,0,0,8,9,3,0,0,127,7,0,0,0,0,1,1,0,3056,11.0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,7,0.0029450261780104713,0
2,5.68,0,9,2,5,21.1,0.0,7.48,1,0,1,5,0,21,30,8,8,0,0,2,7,21,5,0,1,1,1,3798,12.0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,9,0.007898894154818325,0
2,4.97,3,10,4,1,19.0,100.0,3.9,0,0,0,1,0,2,1,3,0,3,4,1,6,0,0,0,1,1,1,3319,10.0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,10,0.00030129557095510696,0
2,6.14,1,11,6,4,13.1,79.8,10.14,1,0,0,0,0,5,3,0,1,0,1,0,11,0,10,0,0,1,1,3970,14.25,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,7,0.0007556675062972292,0
1,3.95,0,12,4,5,23.8,100.0,5.06,0,0,0,0,1,0,0,7,0,0,0,0,0,0,10,14,0,0,1,1322,16.0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,6,0.0,0
2,3.58,1,11,9,4,31.9,14.9,7.38,0,0,0,0,0,7,2,14,0,0,0,7,18,3,0,0,1,1,1,2396,13.75,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,7,0.0008347245409015025,0
3,5.07,0,10,4,7,7.5,2.5,6.4,0,0,0,1,1,6,6,9,0,0,0,15,7,3,0,0,1,1,1,4918,11.0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,8,0.0012200081333875558,0
2,1.92,3,12,1,7,0.0,0.0,2.61,1,0,0,0,1,7,22,6,0,0,5,0,0,0,0,0,1,1,0,1239,13.857142857142858,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,6,0.01775625504439064,0
2,5.64,0,11,8,7,22.1,28.5,6.75,0,0,0,4,1,5,19,1,35,0,3,14,2,15,0,5,1,1,1,3644,14.857142857142858,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,10,0.0052140504939626785,0
3,4.23,4,11,5,4,25.9,7.4,5.82,0,0,0,0,1,13,1,16,0,0,50,6,0,0,8,0,1,1,1,4097,11.0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,8,0.000244081034903588,0
4,6.06,1,11,7,8,21.7,4.2,6.9,0,0,0,2,1,20,27,2,1,0,12,1,0,0,0,0,1,1,1,7839,13.5,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,9,0.003444316877152698,0
1,4.4,1,9,4,7,23.5,100.0,9.19,1,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,1,1,1,1470,13.428571428571429,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,8,0.0,0
1,8.48,1,9,7,7,11.5,45.1,4.07,1,0,0,0,0,3,1,1,13,0,1,0,3,0,0,0,1,1,0,2741,13.142857142857142,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,7,0.00036483035388544326,0
8,2.94,0,10,4,2,24.8,0.0,7.65,0,0,0,3,1,4,3,2,5,4,0,15,4,4,7,0,1,1,1,7610,9.5,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,10,0.00039421813403416555,0
3,4.44,8,11,12,6,7.0,96.8,4.8,1,0,0,0,0,1,0,0,4,0,7,2,0,1,22,0,1,1,1,4309,14.833333333333334,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,8,0.0,0
3,6.27,2,9,10,6,22.2,0.8,4.94,0,0,0,0,0,0,2,0,3,0,0,4,8,38,14,0,1,1,1,6081,12.333333333333334,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,10,0.000328893274132544,0
2,3.76,0,10,3,4,7.8,100.0,8.31,0,0,0,1,1,0,1,28,0,33,0,0,22,0,0,0,1,1,0,2514,17.0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,8,0.0003977724741447892,0
2,4.73,2,10,4,9,3.1,4.1,9.52,1,0,1,12,1,0,12,10,4,0,0,0,0,8,13,0,0,1,1,3164,19.77777777777778,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,6,0.0037926675094816687,0
1,15.57,3,6,1,5,0.0,0.0,3.41,1,0,0,0,0,0,0,8,0,3,3,38,0,6,5,3,1,1,1,5046,9.0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9,0.0,0
7,6.35,0,11,7,8,9.0,11.3,8.48,0,0,0,115,1,7,192,28,1,0,8,12,0,3,0,0,1,1,1,14858,13.5,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,9,0.012922331403957463,0
2,9.3,0,10,11,4,39.4,51.7,5.32,1,1,1,0,1,1,29,0,0,0,0,0,9,1,0,0,1,1,1,6010,11.75,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,8,0.004825291181364393,0
1,6.88,0,9,4,4,1.4,100.0,9.12,1,0,0,0,0,1,0,0,0,0,2,4,0,16,0,6,1,1,0,2298,10.0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,8,0.0,0
3,4.04,2,8,4,7,44.9,94.6,8.19,0,0,0,11,1,36,12,14,0,0,6,0,0,0,0,1,1,1,1,3640,10.428571428571429,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,10,0.0032967032967032967,0
3,6.18,1,11,2,3,13.4,0.0,10.96,0,0,0,0,0,0,11,0,4,0,3,4,4,0,0,0,1,1,1,6192,10.666666666666666,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,8,0.0017764857881136951,0
3,4.62,5,11,4,3,11.3,1.4,2.55,0,0,1,6,1,3,2,37,5,0,14,1,2,6,23,0,1,1,1,4475,11.666666666666666,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,8,0.000446927374301676,0
1,7.64,2,12,10,11,20.2,36.0,4.66,1,0,0,23,1,0,4,3,0,0,0,0,2,3,0,0,1,1,1,2768,16.727272727272727,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,8,0.001445086705202312,0
3,4.5,1,11,3,3,35.1,0.6,16.73,0,0,1,1,1,6,3,4,1,0,5,3,3,0,4,0,1,1,1,4360,14.333333333333334,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,9,0.0006880733944954129,0
2,4.95,1,12,10,6,17.3,100.0,5.56,0,0,0,0,1,14,1,0,0,3,4,16,11,10,19,5,1,1,1,8070,20.0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,10,0.00012391573729863693,0
2,3.88,1,10,4,7,22.5,100.0,11.73,0,0,0,2,1,4,0,0,0,0,0,2,9,6,0,0,1,1,0,2593,14.142857142857142,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,7,0.0,0
1,10.91,0,9,3,4,16.0,100.0,6.02,0,0,0,2,0,4,14,0,0,0,5,16,0,10,0,3,1,1,0,3648,14.0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,5,0.003837719298245614,0
3,6.26,4,10,6,7,28.2,0.2,10.0,1,0,1,13,1,23,7,0,15,0,6,0,4,5,14,0,0,1,1,6069,15.428571428571429,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,8,0.0011534025374855825,0
1,11.77,3,8,6,11,20.6,100.0,4.46,0,1,0,1,1,0,12,3,0,0,0,2,2,6,2,0,1,1,1,3930,12.636363636363637,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,8,0.0030534351145038168,0
3,2.4,1,14,4,4,9.8,7.3,7.42,1,0,0,0,1,3,23,12,0,0,0,2,0,0,0,0,1,1,0,2330,17.0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,6,0.009871244635193134,0
3,3.54,0,12,7,4,8.4,12.4,7.53,0,0,0,1,0,6,51,0,3,0,17,2,0,4,4,0,1,1,1,3434,11.25,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,10,0.01485148514851485,0
4,2.17,0,10,5,7,7.0,4.7,13.3,0,0,0,0,0,3,8,5,13,0,5,16,0,4,0,13,1,1,1,2802,9.857142857142858,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,10,0.0028551034975017845,0
4,4.69,0,10,5,9,17.1,24.5,4.25,0,0,0,1,0,14,10,15,0,0,13,2,40,1,0,0,1,1,1,6274,9.666666666666666,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,10,0.0015938795027095952,0
1,8.27,0,11,4,7,30.3,100.0,14.47,1,0,0,0,1,3,2,0,0,0,0,0,1,7,0,0,1,1,1,2671,11.857142857142858,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,8,0.0007487832272557095,0
4,3.52,2,10,3,3,18.9,100.0,4.21,0,0,0,0,1,3,2,2,0,0,9,0,0,7,0,0,1,1,1,4552,15.0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,9,0.0004393673110720562,0
1,6.76,0,10,5,4,12.6,100.0,7.51,0,0,0,0,1,5,3,0,0,0,2,2,3,0,0,0,1,1,0,2779,11.75,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,7,0.0010795250089960418,0
1,4.26,1,10,4,3,28.6,74.6,4.92,0,0,0,0,0,0,5,3,0,0,0,0,13,0,3,1,1,1,1,1425,11.666666666666666,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,9,0.0035087719298245615,0
2,6.48,0,11,8,8,24.8,100.0,7.42,0,0,0,1,1,11,9,0,4,0,7,3,0,5,10,6,1,1,1,4189,12.875,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,9,0.0021484841250895203,0
1,8.44,4,11,3,7,3.4,100.0,15.42,0,0,0,1,1,0,0,24,0,0,16,7,2,0,0,0,1,1,0,2823,15.285714285714286,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,7,0.0,0
2,4.43,5,12,6,6,6.5,100.0,7.98,0,0,0,1,1,0,4,15,0,0,0,0,29,0,2,3,1,1,1,2861,17.666666666666668,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,8,0.0013981125480601187,0
3,6.04,0,13,6,4,22.4,27.8,8.23,0,0,0,1,1,2,2,0,0,0,0,1,21,9,0,0,1,1,0,6053,14.75,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,6,0.00033041467041136624,0
3,2.32,0,12,7,4,38.6,100.0,6.27,0,0,0,1,1,17,18,0,0,0,9,0,0,0,0,0,0,1,1,2249,14.0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,8,0.008003557136505114,0
3,5.95,0,10,4,7,19.5,4.1,17.48,1,0,0,1,1,1,0,0,30,0,0,3,12,4,9,3,1,1,1,5971,11.0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,10,0.0,0
3,6.99,0,9,4,8,3.6,1.4,6.85,0,0,0,0,0,41,12,0,0,20,9,9,16,2,24,0,1,1,1,6779,11.625,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,10,0.0017701725918277031,0
2,5.18,0,11,4,6,1.4,63.3,4.6,0,0,0,0,0,1,50,10,0,0,0,5,5,0,0,0,1,1,1,3460,22.5,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,9,0.014450867052023121,0
2,7.8,0,9,4,4,24.8,83.7,23.1,0,0,0,0,0,1,2,0,4,5,0,0,3,3,0,0,1,1,1,5219,12.25,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,8,0.0003832151753209427,0
1,6.23,0,10,4,5,20.0,6.7,14.29,0,0,0,0,0,1,2,0,0,0,0,0,0,6,1,0,1,1,1,2085,14.0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,7,0.0009592326139088729,0
1,10.36,3,8,5,8,28.4,23.9,14.25,1,0,0,2,1,0,0,0,0,0,23,0,0,0,9,0,0,1,1,3464,11.625,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,5,0.0,0
3,3.84,0,11,5,3,28.3,0.5,9.16,0,0,0,0,1,22,1,2,0,0,0,0,0,7,36,0,1,1,1,3719,13.666666666666666,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,7,0.00026888948642108095,0
2,6.86,0,10,6,5,44.3,82.7,18.22,1,0,0,0,0,0,3,1,0,2,0,6,27,6,1,0,1,1,1,4436,13.0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,9,0.0006762849413886385,0
3,10.12,0,10,8,7,24.9,3.0,8.17,1,0,0,5,1,0,3,19,0,3,0,1,5,17,27,19,1,1,1,10135,13.285714285714286,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,10,0.0002960039467192896,0
2,6.07,1,10,7,10,40.3,2.7,3.5,0,0,0,5,1,4,9,3,0,0,1,31,0,27,0,0,1,1,1,4055,11.7,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,6,0.0022194821208384712,0
4,3.21,2,12,8,3,35.0,83.9,2.86,0,0,0,0,1,3,5,5,0,1,19,1,41,3,0,0,1,1,1,4155,12.333333333333334,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,9,0.0012033694344163659,0
2,7.7,3,9,4,14,9.6,1.6,2.19,1,0,0,3,1,0,46,0,0,0,0,18,3,0,0,0,1,1,1,5143,14.214285714285714,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,7,0.008944195994555707,0
1,7.39,2,10,7,5,9.1,77.3,22.22,0,0,0,0,0,4,4,3,0,0,0,0,3,5,0,0,0,1,0,2474,14.6,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,6,0.0016168148746968471,0
5,3.85,5,12,3,3,22.4,0.0,7.87,0,0,0,15,1,3,28,0,0,0,0,0,5,2,0,0,0,1,1,6433,19.666666666666668,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,8,0.004352557127312296,0
2,4.46,1,12,6,5,26.1,90.9,8.35,1,1,1,0,0,2,22,11,0,0,0,0,4,0,0,0,1,1,1,2881,15.0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,8,0.0076362374175633465,0
2,4.5,4,11,5,1,25.4,23.9,4.51,0,0,0,0,1,2,31,0,0,0,4,0,9,19,4,0,0,1,1,2908,11.0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,6,0.010660247592847318,0
9,1.62,0,11,5,3,6.2,4.5,6.0,0,1,1,4,1,0,1,9,12,5,0,5,31,0,2,3,1,1,1,4874,12.0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,10,0.0002051702913418137,0
1,2.74,0,11,6,6,36.3,5.9,6.6,1,0,0,5,1,3,10,2,0,0,0,0,5,0,0,0,1,1,0,886,11.666666666666666,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,7,0.011286681715575621,0
1,9.28,2,11,2,4,22.7,100.0,1.72,0,0,0,2,0,2,8,0,0,0,0,0,0,0,0,0,0,1,0,3103,12.75,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,4,0.002578150177247825,0
2,7.67,0,9,2,8,12.1,100.0,3.58,1,0,0,1,1,0,0,8,3,0,1,30,0,0,0,0,1,1,0,5129,13.5,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,8,0.0,0
2,8.82,2,9,7,7,30.3,17.3,4.97,0,0,0,2,0,3,5,1,0,0,2,0,0,1,2,2,1,1,1,5903,9.142857142857142,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,9,0.0008470269354565475,0
2,2.97,1,10,7,7,22.2,46.1,8.3,0,0,0,0,1,3,0,3,0,0,14,0,0,0,0,0,1,1,0,1983,15.0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,6,0.0,0
2,7.94,1,9,3,5,22.4,100.0,4.57,1,0,1,0,0,3,0,0,0,0,13,32,0,19,0,0,1,1,0,5306,11.4,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,8,0.0,0
8,1.26,0,11,5,5,12.5,69.0,10.71,0,0,0,12,1,1,13,4,9,0,24,1,12,27,4,0,1,1,1,3265,15.4,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,8,0.003981623277182236,0
5,11.2,0,10,5,3,28.1,73.4,2.85,0,0,0,0,0,0,174,0,0,0,0,0,0,0,13,0,1,1,1,18100,8.333333333333334,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,8,0.009613259668508288,0
3,3.65,6,10,2,4,19.3,0.0,6.58,1,0,0,33,0,3,3,3,0,0,9,0,0,0,10,0,1,1,1,3541,15.0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,8,0.0008472182999152782,0
1,9.72,0,10,6,6,5.9,21.8,18.92,1,1,0,0,0,11,2,1,0,0,1,6,0,1,0,0,1,1,0,3140,16.166666666666668,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,9,0.0006369426751592356,0
2,4.18,1,11,6,10,31.3,10.1,12.09,0,0,0,1,1,6,0,9,0,0,3,0,0,0,0,0,1,1,1,2793,9.9,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,8,0.0,0
9,2.54,0,12,2,5,20.4,0.0,2.33,0,0,0,1,1,5,1,1,4,0,0,8,0,0,5,0,1,1,1,7400,10.8,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,8,0.00013513513513513514,0
1,7.47,6,9,7,10,20.7,11.0,10.13,1,0,0,12,0,4,26,1,0,3,0,2,0,0,3,0,1,1,1,2496,14.0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,9,0.010416666666666666,0
2,6.13,8,9,7,6,26.3,100.0,5.13,1,0,0,10,1,4,0,0,0,0,0,19,1,2,6,1,1,1,1,4094,11.833333333333334,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,10,0.0,0
10,2.45,2,12,2,4,28.5,0.0,1.59,1,0,0,7,1,1,1,2,1,0,0,1,1,29,0,0,1,1,1,8203,11.0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,8,0.00012190661952944045,0
4,4.64,0,11,4,4,16.8,84.3,5.66,0,0,1,16,1,2,6,6,0,2,26,8,16,1,7,1,1,1,1,5991,19.25,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,10,0.00100150225338007,0
2,5.4,0,11,2,4,38.6,0.0,4.86,1,0,0,0,0,2,1,0,0,0,2,4,12,4,0,0,1,1,1,3487,14.0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,8,0.00028677946659019213,0
3,4.28,0,11,3,4,16.7,93.1,16.0,0,0,0,0,1,2,3,0,0,0,1,11,0,0,0,0,1,1,1,5279,13.5,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,8,0.0005682894487592347,0
2,5.34,0,10,6,2,14.4,2.6,12.62,0,0,0,0,0,3,24,3,0,0,5,19,0,9,0,3,1,1,1,3449,11.0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,9,0.006958538706871557,0
2,5.12,4,9,3,5,38.9,100.0,11.31,0,0,0,0,1,0,0,8,0,0,8,26,2,0,0,0,1,1,1,3308,13.0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,8,0.0,0
2,6.67,0,10,3,2,28.0,100.0,4.9,1,0,0,0,0,0,10,6,0,0,10,0,4,11,21,0,1,1,1,4467,14.0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,8,0.0022386389075442132,0
3,5.22,1,12,4,2,31.7,1.7,8.31,0,0,0,0,1,0,10,0,0,0,0,6,0,12,49,0,1,1,1,5063,11.0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,6,0.0019751135690302193,0
4,5.51,1,11,4,4,25.5,100.0,5.9,0,0,1,0,1,6,8,0,5,0,9,0,6,0,0,0,0,1,1,7359,12.0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,8,0.001087104226117679,0
2,8.47,1,9,4,8,25.2,100.0,11.95,1,1,1,8,1,3,1,27,1,0,10,10,10,4,3,0,1,1,1,5660,11.875,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,10,0.00017667844522968197,0
1,5.0,0,10,2,3,38.8,0.0,5.49,0,0,0,1,1,3,26,0,0,0,6,0,0,0,0,0,0,1,1,1669,15.333333333333334,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,6,0.015578190533253445,0
2,4.59,0,10,3,4,6.8,100.0,11.7,0,0,0,0,0,3,0,3,0,0,0,58,0,0,0,1,1,1,0,2964,11.5,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,8,0.0,0
1,9.21,1,10,3,5,29.5,100.0,5.26,0,0,0,1,1,1,0,16,0,38,0,0,0,0,0,0,1,1,0,3078,15.0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,6,0.0,0
1,4.69,2,11,5,3,0.0,100.0,3.43,0,0,0,0,0,3,1,3,0,0,7,4,0,0,0,0,1,1,1,1517,11.333333333333334,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,8,0.0006591957811470006,0
3,4.78,6,10,2,4,12.2,0.0,5.28,1,0,0,21,0,1,61,3,0,0,4,0,0,0,6,0,1,1,1,4630,15.0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,8,0.013174946004319654,0
1,6.42,0,9,7,7,14.0,8.1,12.17,0,0,0,12,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,2074,12.714285714285714,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,6,0.00048216007714561236,0
1,9.1,2,10,2,2,26.0,0.0,6.77,1,1,0,0,0,7,2,0,0,0,0,5,0,22,18,0,1,1,1,3038,16.0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,7,0.0006583278472679394,0
4,4.76,0,12,7,5,24.0,5.7,5.37,0,0,0,0,1,0,32,1,0,17,4,2,8,75,0,19,1,1,1,6158,12.6,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,10,0.005196492367651835,0
6,6.05,3,11,6,7,8.7,0.0,4.78,1,0,0,0,0,20,3,2,0,5,20,0,2,1,5,0,1,1,1,11721,10.0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,9,0.0002559508574353724,0
1,5.16,1,11,4,1,32.6,0.0,14.08,0,0,0,1,1,5,18,0,0,0,10,0,3,0,0,0,0,1,0,1666,11.0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,5,0.010804321728691477,0
4,5.2,0,10,4,4,17.0,0.0,5.02,0,0,0,0,0,4,3,2,0,0,3,3,3,4,4,5,1,1,1,6950,12.5,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,9,0.0004316546762589928,0
2,4.17,0,11,3,4,33.6,100.0,1.95,1,0,0,0,0,4,3,0,0,0,0,6,7,4,0,0,1,1,0,2692,19.25,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,8,0.001114413075780089,0
2,3.99,1,8,5,8,11.8,100.0,11.51,0,0,0,1,1,2,7,0,0,10,2,19,0,0,0,0,1,1,0,2663,13.75,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,6,0.0026286143447239955,0
2,8.94,1,10,8,3,4.1,59.0,10.38,0,0,0,0,0,1,2,36,0,0,3,0,45,1,3,0,1,1,1,5775,10.0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,8,0.0003463203463203463,0
2,6.79,2,8,4,5,23.1,100.0,6.73,1,1,0,0,1,5,18,8,9,0,0,0,1,5,0,0,1,1,0,4541,17.4,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8,0.003963884606914776,0
1,8.83,0,11,3,2,15.4,8.8,4.85,1,0,0,0,0,0,3,2,0,0,0,0,0,4,19,0,0,1,1,2852,14.5,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,6,0.0010518934081346423,0
6,9.74,2,11,4,2,24.1,0.0,8.39,0,0,0,0,1,4,54,9,14,0,0,6,26,25,0,35,1,1,1,18886,12.5,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,10,0.0028592608281266547,0
2,12.84,0,10,4,13,21.2,0.2,8.47,1,0,0,0,0,11,1,2,0,0,0,1,0,24,3,1,1,1,1,8298,7.384615384615385,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,10,0.00012051096649795132,0
