Numero de Paginas,Densidad Informacion (%),Fechas Detectadas (Count),Tamaño cuerpo probable,Variedad de fuentes,Variedad de tamaños,Uso de negritas (estimado %),Uso de cursivas (estimado %),Porcentaje Lenguaje Técnico,LinkedIn,GitHub,Website/Otro,Cantidad de imágenes,Tiene Elementos Graficos,Lineas_education,Lineas_work_experience,Lineas_skills,Lineas_certifications,Lineas_achievements,Lineas_professional_profile,Lineas_languages,Lineas_projects,Lineas_publications,Lineas_training_courses,Lineas_volunteer_work,Seccion_languages,Seccion_publications,Seccion_training_courses,texto_extraido_len,Promedio tamaño fuente,Formato Texto (Lineas)_Párrafos,Formato Texto (Lineas)_Viñetas,Orden Temporal_Orden Temporal Detectado,Formato Fecha Más Común_MM-YYYY,Formato Fecha Más Común_MM/YYYY,Formato Fecha Más Común_Mon YYYY (EN),Formato Fecha Más Común_YYYY,Fuente principal_ArialMT,Fuente principal_Calibri,Fuente principal_Otra,Fuente principal_Tahoma,Legibilidad general_Buena,Consistencia tamaños fuente_Consistente,Consistencia márgenes (aprox)_Consistente,Uso de colores (texto)_Sí,Uso de colores (dibujos)_Sí,Deteccion Foto Perfil_Posible Foto Detectada,secciones_completas,Ratio_Lineas_Experiencia_len,Passed
7,4.95,2,12,5,2,26.0,1.4,7.67,0,0,1,0,0,5,3,0,0,22,25,20,0,43,0,25,1,1,1,11582,14.0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,9,0.0002590226213089276,1
1,9.45,0,9,4,6,24.7,0.0,5.88,0,0,0,4,1,0,1,5,0,0,0,0,1,2,0,1,1,1,1,3053,11.333333333333334,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,9,0.00032754667540124465,1
7,2.87,3,11,5,9,13.1,8.6,3.78,1,0,1,1,1,24,18,5,1,15,1,6,24,24,9,4,1,1,1,6494,13.666666666666666,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,10,0.002771789344009855,1
4,5.32,0,10,5,6,7.9,0.2,8.83,0,0,1,1,0,17,33,4,4,2,3,3,7,16,5,0,1,1,1,7106,11.833333333333334,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,9,0.0046439628482972135,1
2,5.65,2,10,2,4,12.7,0.0,10.92,1,0,0,12,0,8,1,0,0,0,4,3,0,23,0,0,1,1,1,3650,15.0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,8,0.000273972602739726,1
4,3.68,0,10,7,2,14.9,4.6,6.39,0,0,0,0,1,6,11,5,13,2,1,4,6,24,0,1,1,1,0,4757,11.0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,9,0.002312381753205802,1
4,7.86,5,10,3,3,0.0,100.0,16.21,0,0,0,0,0,0,0,0,0,2,0,3,5,10,16,0,1,1,1,10497,11.0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,7,0.0,1
1,8.03,2,9,4,6,16.4,100.0,11.14,1,0,0,0,1,0,2,0,0,0,3,1,0,11,0,9,1,1,0,2686,13.333333333333334,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0.0007446016381236039,1
1,9.15,0,8,7,7,63.8,94.2,6.98,0,0,0,4,1,33,2,0,0,0,10,0,0,0,0,0,1,1,1,3058,34.42857142857143,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,9,0.0006540222367560497,1
2,5.44,4,9,3,5,18.9,100.0,8.45,1,0,0,1,1,1,31,0,0,14,0,7,0,0,0,0,1,1,1,3633,13.2,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,9,0.00853289292595651,1
1,7.16,0,8,3,7,26.8,100.0,6.41,1,0,0,1,0,4,18,0,2,0,5,1,0,0,5,4,1,1,1,2392,10.285714285714286,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,10,0.007525083612040134,1
4,6.75,0,12,3,3,31.8,100.0,4.44,1,0,0,0,1,6,0,0,0,0,94,0,0,0,0,0,1,1,1,9013,12.0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,9,0.0,1
4,2.45,6,9,4,5,20.2,0.9,2.61,0,0,0,43,1,4,5,4,0,0,3,1,0,0,7,0,1,1,1,3277,16.4,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,7,0.0015257857796765334,1
3,10.04,0,8,5,4,18.7,5.9,7.42,0,0,0,0,1,4,23,2,32,0,0,10,3,32,4,0,1,1,1,10057,10.5,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,8,0.0022869643034702197,1
7,5.46,0,11,5,2,21.1,0.2,3.14,0,0,0,1,1,2,6,17,7,0,1,23,0,4,9,2,1,1,1,12788,10.5,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,9,0.00046918986549890525,1
2,5.87,3,9,7,4,25.5,87.7,8.95,1,1,0,0,1,1,0,2,0,0,7,1,1,3,9,9,1,1,1,3792,11.25,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,9,0.0,1
3,2.73,4,10,4,6,22.3,3.9,9.39,0,0,0,2,0,15,7,0,0,0,2,3,0,12,0,3,1,1,1,2743,15.0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1,8,0.0025519504192489974,1
2,5.29,1,9,3,6,41.3,100.0,7.1,0,0,0,1,0,0,1,4,3,7,4,2,4,0,2,5,1,1,1,3538,13.5,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,10,0.0002826455624646693,1
3,4.3,1,9,4,7,7.5,100.0,4.27,1,0,0,19,1,2,1,6,0,28,2,31,0,0,7,0,1,1,1,4305,10.857142857142858,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,10,0.00023228803716608595,1
4,2.76,0,10,3,4,27.8,4.1,13.52,1,0,0,1,1,0,4,23,0,0,5,2,0,0,0,0,1,1,1,3565,13.0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,8,0.0011220196353436186,1
2,5.07,2,10,5,4,8.2,10.1,4.32,0,0,0,0,0,4,11,6,0,0,9,6,28,1,0,0,1,1,1,3278,15.75,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,8,0.003355704697986577,1
2,3.56,7,12,2,3,21.2,0.0,1.81,0,0,0,0,0,0,17,11,0,0,8,0,0,0,0,0,0,1,1,2298,12.333333333333334,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,8,0.0073977371627502175,1
2,5.85,1,10,5,8,28.6,0.0,8.81,1,0,0,76,1,22,6,13,1,0,0,5,0,11,0,24,1,1,1,3904,12.75,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,9,0.0015368852459016393,1
1,6.22,1,11,3,2,2.9,14.3,7.27,0,0,0,0,1,0,2,0,0,0,5,1,3,1,4,8,1,1,1,2009,15.5,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,9,0.0009955201592832255,1
1,3.71,2,12,4,7,15.4,100.0,8.89,1,0,1,4,1,10,0,0,3,0,0,0,0,23,0,4,0,1,0,1242,19.571428571428573,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,7,0.0,1
1,17.75,0,14,4,5,0.4,100.0,3.58,0,0,0,1,1,11,53,7,0,0,0,5,0,0,0,0,1,1,0,12514,15.6,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,5,0.00423525651270577,1
2,5.08,1,11,4,3,5.6,1.4,7.62,0,0,0,0,1,8,149,0,0,0,14,0,0,0,0,0,0,1,1,3400,17.0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,7,0.043823529411764706,1
3,3.75,1,12,4,5,9.7,24.8,7.13,0,0,0,15,0,0,1,3,0,0,12,1,0,0,1,0,1,1,1,3760,13.2,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,9,0.00026595744680851064,1
2,5.33,1,10,5,3,11.0,7.7,6.01,1,1,1,0,0,2,5,7,0,0,16,15,0,0,5,1,1,1,1,3447,19.666666666666668,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,10,0.001450536698578474,1
3,4.94,0,11,2,5,23.5,100.0,14.64,0,0,0,8,1,7,3,7,0,0,8,0,1,1,2,0,1,1,1,4957,14.8,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,9,0.0006052047609441194,1
3,2.89,0,12,3,3,41.4,0.6,9.13,0,0,0,1,1,2,2,0,6,0,0,1,0,5,15,0,1,1,1,2798,11.0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,6,0.0007147962830593281,1
1,9.23,0,12,6,6,24.8,86.4,4.63,0,0,0,3,1,2,4,5,0,0,0,1,3,0,9,8,1,1,1,2981,15.0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,10,0.0013418316001341832,1
6,6.9,14,10,2,5,0.0,54.9,2.25,0,0,0,0,1,11,3,0,0,0,7,0,1,74,1,0,1,1,1,13375,11.6,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,9,0.00022429906542056075,1
2,4.97,0,10,4,3,28.9,92.2,15.76,1,0,0,0,0,4,4,1,0,0,0,6,2,5,5,0,1,1,1,3327,13.333333333333334,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,7,0.0012022843402464682,1
2,8.61,0,8,5,4,30.7,3.1,12.77,0,0,1,8,0,1,0,3,0,4,5,2,1,3,1,0,1,1,1,5759,11.25,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,9,0.0,1
3,5.34,0,9,3,7,37.6,100.0,9.27,1,1,0,1,1,6,0,2,2,0,18,11,0,21,9,1,1,1,1,5348,10.285714285714286,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,10,0.0,1
1,9.11,1,9,3,5,8.8,100.0,3.49,0,0,0,0,1,1,5,1,0,0,0,3,0,0,0,0,1,1,1,3044,13.2,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,7,0.0016425755584756898,1
7,5.33,1,10,4,3,44.5,0.0,7.64,0,0,1,0,1,3,8,5,8,0,1,0,0,0,5,0,0,1,1,12479,11.0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,8,0.0006410770093757512,1
9,4.28,0,12,3,1,20.8,0.0,7.08,0,0,0,0,1,57,2,0,0,0,0,11,14,31,0,0,1,1,0,12436,12.0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,8,0.0001608234158893535,1
1,5.71,0,10,4,2,32.4,11.8,12.2,0,0,1,0,0,16,1,10,0,0,0,4,0,4,1,0,1,1,1,1845,11.0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,7,0.0005420054200542005,1
3,6.78,3,10,5,9,14.4,2.1,9.06,0,0,0,6,1,2,14,0,0,0,26,4,0,13,39,0,1,1,1,6572,12.444444444444445,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,6,0.002130249543517955,1
2,3.64,5,9,7,5,28.3,97.0,9.12,0,0,0,0,0,6,5,0,0,0,0,21,0,11,0,0,1,1,1,2354,14.8,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,6,0.0021240441801189465,1
3,5.05,8,9,6,3,23.3,11.3,6.51,0,0,0,1,0,5,10,0,0,0,0,22,1,34,5,0,1,1,1,4900,18.0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,6,0.0020408163265306124,1
3,6.72,0,9,7,7,26.5,100.0,4.83,1,0,0,1,1,1,0,15,1,0,4,0,8,0,49,0,1,1,1,6726,11.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,9,0.0,1
2,6.79,0,10,4,4,27.1,100.0,17.25,1,0,1,0,0,5,6,3,2,0,0,1,0,2,1,0,1,1,1,4386,12.75,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,8,0.0013679890560875513,1
1,6.39,4,10,5,7,7.7,77.7,2.56,0,0,0,1,0,7,3,2,0,0,0,16,0,2,1,0,1,1,1,2342,13.857142857142858,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,8,0.0012809564474807857,1
2,9.58,1,9,4,4,3.2,100.0,7.53,0,0,1,0,1,0,46,23,0,0,12,3,0,3,0,0,1,1,1,6400,13.75,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,9,0.0071875,1
2,4.42,4,11,4,3,13.8,100.0,8.79,1,0,0,0,0,11,0,6,0,0,22,0,0,0,0,0,1,1,1,2955,16.666666666666668,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,9,0.0,1
3,6.59,2,10,8,8,20.6,25.0,7.55,1,1,0,4,1,5,2,0,0,0,1,1,6,0,0,0,1,1,0,6389,11.375,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,7,0.0003130380341211457,1
2,7.31,0,8,4,6,0.0,100.0,5.05,1,0,1,1,1,19,10,20,0,0,0,10,0,0,0,3,1,1,1,4895,19.166666666666668,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,9,0.0020429009193054137,1
2,3.1,7,10,5,5,37.5,100.0,10.76,0,0,0,0,1,5,3,0,0,0,4,0,2,2,10,0,1,1,1,2001,12.2,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,8,0.0014992503748125937,1
3,4.63,0,12,5,3,26.2,76.5,5.57,1,0,0,1,0,14,15,9,0,3,4,0,3,16,0,0,1,1,1,4490,12.333333333333334,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,9,0.0033407572383073497,1
10,2.82,0,12,8,7,8.8,2.5,7.71,0,0,0,2,0,28,11,0,0,0,0,0,2,7,1,7,1,1,1,9125,10.285714285714286,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,10,0.0012054794520547946,1
6,4.77,1,12,8,2,12.0,4.1,8.0,1,1,1,0,0,3,6,16,8,0,5,13,18,0,0,0,1,1,0,9553,11.5,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,7,0.0006280749502773998,1
1,5.22,1,11,5,7,0.0,100.0,8.57,0,0,0,1,1,4,6,2,3,0,0,15,2,2,2,0,1,1,1,1747,18.285714285714285,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,7,0.0034344590726960505,1
3,7.78,5,10,8,7,31.2,0.0,5.37,0,0,0,5,0,5,82,0,2,0,0,4,0,0,6,0,1,1,1,7795,11.285714285714286,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,8,0.010519563822963438,1
3,8.35,0,9,3,5,13.2,100.0,1.97,1,0,1,0,1,9,80,0,0,0,0,0,0,11,0,0,1,1,1,8373,13.4,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,9,0.009554520482503284,1
1,6.71,2,9,3,5,10.4,100.0,10.51,0,0,0,1,1,0,41,0,0,0,0,0,0,0,0,0,1,1,0,2244,21.4,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,2,0.018270944741532978,1
1,5.83,1,8,5,3,26.5,50.0,15.97,0,0,0,0,0,2,18,8,0,0,0,6,0,0,0,0,1,1,0,1885,14.666666666666666,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,5,0.009549071618037135,1
3,7.58,5,9,7,10,16.3,0.1,2.23,0,0,1,8,0,0,19,6,1,0,4,11,7,0,2,1,1,1,1,7348,9.8,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,10,0.0025857376156777356,1
2,6.86,0,12,6,4,31.4,55.6,4.33,0,0,0,0,0,0,17,14,0,0,0,0,0,0,3,0,1,1,1,4583,16.25,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,8,0.0037093606807767836,1
6,4.37,0,11,8,6,32.7,36.8,6.72,0,0,1,8,1,6,5,0,6,1,0,3,3,6,6,0,1,1,1,8464,13.166666666666666,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,9,0.0005907372400756144,1
7,2.28,2,12,4,7,14.2,0.0,4.81,1,1,1,16,1,7,5,17,0,12,5,4,14,45,5,0,1,1,1,5333,14.571428571428571,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,9,0.0009375585974123383,1
1,8.17,0,9,5,5,28.4,90.8,16.96,1,0,0,0,0,1,3,0,0,0,8,0,1,14,0,0,1,1,1,2732,11.4,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,8,0.0010980966325036604,1
2,7.61,1,9,5,12,31.3,10.7,6.77,0,0,1,2,0,5,5,0,9,0,0,2,6,20,1,3,1,1,1,5092,8.583333333333334,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,9,0.0009819324430479183,1
2,13.24,1,9,4,9,4.9,100.0,5.25,1,0,1,0,1,4,0,1,0,0,21,6,20,5,3,9,1,1,1,8847,11.222222222222221,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,9,0.0,1
6,4.97,1,11,8,5,12.5,73.0,11.75,0,0,0,3,1,2,1,13,11,0,1,1,28,2,17,3,1,1,1,9638,15.8,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,9,0.00010375596596804317,0
1,6.0,1,9,4,4,31.2,100.0,5.11,1,0,1,1,0,1,0,0,0,0,0,2,4,3,3,9,1,1,1,2007,16.75,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,8,0.0,0
3,5.74,0,10,3,8,29.5,0.0,4.05,0,0,0,19,1,3,3,12,6,0,0,0,11,1,0,0,0,1,1,4460,12.5,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,7,0.0006726457399103139,0
6,3.95,1,11,9,3,35.2,88.3,3.66,0,0,0,5,1,5,35,0,39,0,0,12,10,14,11,0,1,1,1,7663,11.0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,7,0.004567401800861281,0
1,8.84,4,9,2,6,33.8,100.0,8.71,0,0,0,1,1,17,27,0,0,0,0,2,0,15,0,2,1,1,0,2955,13.5,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,6,0.009137055837563452,0
1,6.03,2,9,7,5,12.9,86.2,3.91,0,0,0,2,1,0,1,12,0,0,3,4,2,9,2,0,1,1,1,1949,14.6,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,7,0.000513083632632119,0
1,8.49,0,9,2,5,37.7,100.0,13.25,1,0,0,0,1,19,14,41,0,0,0,0,0,0,0,0,0,1,0,2832,14.8,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,5,0.0049435028248587575,0
5,5.36,2,10,6,7,10.5,29.8,4.36,0,0,1,0,1,25,21,0,2,20,15,0,12,69,0,0,0,1,1,8959,14.571428571428571,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,9,0.002344011608438442,0
2,7.42,4,10,4,6,1.0,100.0,2.83,0,0,1,2,1,0,0,2,0,0,10,10,8,0,0,0,1,1,1,4964,17.166666666666668,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,9,0.0,0
4,4.43,0,11,3,2,11.7,14.9,3.27,0,0,0,0,1,7,1,1,0,2,2,0,1,13,11,0,1,1,1,5922,10.5,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,8,0.00016886187098953058,0
2,8.88,0,8,4,13,16.5,90.8,7.59,0,0,0,3,1,4,0,0,0,0,11,1,5,5,2,0,1,1,1,5934,12.923076923076923,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,8,0.0,0
1,8.14,0,9,4,3,11.6,100.0,12.21,0,0,0,1,1,0,0,0,0,0,27,3,0,10,0,0,1,1,1,2722,15.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,7,0.0,0
1,6.77,3,10,8,10,3.6,4.8,13.19,0,0,0,5,1,2,0,11,0,0,0,3,0,1,0,0,1,1,1,2260,11.4,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,9,0.0,0
5,4.3,0,11,4,2,10.4,3.8,9.0,1,0,0,1,1,12,0,1,0,0,0,7,6,1,5,0,1,1,1,6943,12.5,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,8,0.0,0
3,5.27,3,9,6,6,38.0,8.4,13.03,1,1,1,1,0,4,2,0,0,7,5,1,2,0,0,0,1,1,1,5284,9.5,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,9,0.0003785011355034065,0
2,5.68,3,10,4,3,29.1,9.4,10.06,1,1,0,0,0,9,1,1,2,0,2,2,8,0,0,0,1,1,1,3674,11.0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,8,0.00027218290691344586,0
7,3.86,1,11,3,5,23.0,100.0,3.9,0,0,0,0,1,14,12,13,0,3,1,0,0,25,36,4,1,1,1,8741,21.0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,10,0.001372840636082828,0
2,8.04,0,9,5,12,34.1,3.4,4.55,0,0,1,1,1,44,29,35,11,0,5,0,0,9,0,0,0,1,1,5196,15.083333333333334,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,9,0.005581216320246343,0
2,4.61,0,9,3,5,17.0,100.0,3.6,1,1,0,0,1,3,5,0,0,1,0,2,1,11,5,0,1,1,1,3080,10.4,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,10,0.0016233766233766235,0
4,5.91,2,11,4,3,8.3,0.0,7.69,1,0,0,0,1,14,0,55,0,0,23,0,0,6,8,0,1,1,1,7637,10.666666666666666,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,8,0.0,0
1,5.45,0,10,6,2,28.6,100.0,8.53,0,0,0,0,0,1,3,0,0,0,6,15,0,0,0,0,1,1,0,1822,17.5,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,6,0.001646542261251372,0
1,4.98,1,10,5,5,16.2,25.0,3.79,0,0,0,0,1,2,5,6,0,0,0,2,3,0,1,0,1,1,1,1666,16.2,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,10,0.003001200480192077,0
3,3.93,4,10,4,3,1.7,100.0,5.93,0,0,0,3,0,4,6,0,0,0,19,13,0,7,0,29,1,1,0,3807,11.0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,7,0.0015760441292356187,0
6,2.11,0,12,5,3,30.2,5.8,8.84,0,0,0,1,1,7,26,15,0,0,10,22,0,22,0,0,1,1,1,4093,12.333333333333334,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,9,0.006352308819936477,0
1,11.65,1,8,4,3,39.7,1.4,5.98,1,1,0,0,1,1,26,0,0,1,1,14,0,0,8,0,1,1,1,3765,13.666666666666666,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,10,0.006905710491367862,0
5,2.51,1,11,3,3,31.0,1.8,3.55,0,0,0,1,1,10,0,0,0,0,6,0,0,30,0,0,0,1,1,4199,11.0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,8,0.0,0
2,5.78,1,10,3,5,5.8,0.0,8.18,0,0,0,1,1,0,45,1,0,0,29,12,0,0,0,0,1,1,1,3737,11.0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,8,0.012041744715012041,0
4,3.27,2,12,6,2,25.2,82.5,12.46,0,0,1,0,0,0,14,6,14,0,1,1,45,1,0,0,1,1,0,4740,11.5,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,7,0.002953586497890295,0
2,7.95,6,8,3,4,13.2,100.0,4.12,0,0,0,0,0,7,53,1,4,0,1,0,13,0,0,0,1,1,1,5315,14.75,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,9,0.009971777986829727,0
3,5.6,2,10,2,5,21.9,100.0,7.72,0,0,0,0,1,0,9,6,0,0,0,0,0,11,1,37,1,1,1,5670,14.4,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,9,0.0015873015873015873,0
2,6.34,3,9,8,12,22.5,5.1,13.48,0,0,0,3,1,24,2,4,14,0,0,6,28,0,0,0,1,1,1,4096,10.916666666666666,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,10,0.00048828125,0
2,4.19,3,11,4,2,19.4,8.1,3.92,0,0,0,8,0,3,9,25,0,0,0,0,2,0,2,0,0,1,1,2706,12.5,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,5,0.0033259423503325942,0
4,6.02,1,11,7,5,21.4,13.5,3.04,0,0,1,1,1,3,1,1,7,3,12,2,33,3,4,0,1,1,1,8045,14.8,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,9,0.0001243008079552517,0
3,7.3,0,9,5,8,23.9,2.2,5.88,0,0,0,0,1,15,1,1,0,0,1,0,0,12,0,0,1,1,1,7323,13.5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,10,0.00013655605626109517,0
2,3.35,2,12,6,7,37.9,95.4,6.46,0,0,0,1,0,1,2,3,0,0,2,0,0,0,0,0,1,1,0,2168,13.857142857142858,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,7,0.0009225092250922509,0
6,2.4,0,11,9,12,15.1,0.0,6.21,0,0,0,1,0,43,1,0,1,5,10,0,0,9,3,6,1,1,1,4651,11.833333333333334,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,10,0.00021500752526338422,0
4,5.08,2,9,6,4,23.1,89.6,5.26,0,0,1,0,1,12,29,16,5,0,0,10,12,4,1,0,1,1,1,6565,13.5,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,8,0.004417364813404418,0
3,7.76,1,10,2,4,8.9,0.0,4.44,1,0,0,21,0,10,37,3,0,0,32,0,0,0,0,0,1,1,1,7519,15.0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,10,0.004920867136587312,0
4,4.84,3,9,5,3,15.0,100.0,11.83,1,0,1,0,0,2,2,2,0,0,26,2,0,37,0,0,1,1,1,6258,15.666666666666666,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,9,0.00031959092361776926,0
3,5.83,0,10,6,3,15.8,23.7,2.39,0,0,0,1,1,1,1,3,0,0,3,1,7,4,11,0,1,1,1,5647,11.0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,9,0.00017708517797060386,0
2,6.83,1,12,6,6,26.9,89.2,6.08,0,0,0,0,1,8,1,5,29,0,38,7,0,0,0,0,1,1,0,4414,12.666666666666666,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,7,0.00022655188038060717,0
1,15.66,4,8,2,6,35.7,100.0,5.52,1,1,1,0,1,0,1,0,0,0,34,0,0,0,0,0,1,1,1,5235,12.333333333333334,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,6,0.00019102196752626553,0
3,4.67,0,10,3,6,15.0,100.0,8.81,0,0,0,0,1,3,1,6,0,0,1,6,5,4,0,11,1,1,1,4683,21.5,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,10,0.00021353833013025838,0
2,3.07,0,9,3,10,20.7,0.0,10.23,0,1,0,0,0,3,0,12,0,0,9,10,3,1,5,0,1,1,1,2052,14.4,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,10,0.0,0
2,3.91,0,12,3,5,20.0,97.3,7.25,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,1,1,1,2612,14.4,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,6,0.0030627871362940277,0
6,4.58,1,11,8,3,15.4,12.1,6.68,0,0,0,0,1,22,2,8,0,0,9,2,0,0,9,0,1,1,1,8873,11.0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,9,0.00022540290769750929,0
