,Passed,Numero de Paginas,Cantidad de Palabras,Densidad Informacion (%),Fechas Detectadas (Count),Tamaño cuerpo probable,Variedad de fuentes,Variedad de tamaños,Uso de negritas (estimado %),Uso de cursivas (estimado %),Porcentaje Lenguaje Técnico,Porcentaje Lenguaje Genérico,LinkedIn,GitHub,Website/Otro,Cantidad de imágenes,Tiene Elementos Graficos,Lineas_education,Lineas_work_experience,Lineas_skills,Lineas_certifications,Lineas_achievements,Lineas_professional_profile,Lineas_languages,Lineas_projects,Lineas_publications,Lineas_training_courses,Lineas_volunteer_work,Seccion_education,Seccion_work_experience,Seccion_skills,Seccion_certifications,Seccion_achievements,Seccion_professional_profile,Seccion_languages,Seccion_projects,Seccion_publications,Seccion_training_courses,Seccion_volunteer_work,texto_extraido_len,Tamaño de fuente más usado,Promedio tamaño fuente,Formato Texto (Lineas)_Mixto,Formato Texto (Lineas)_Párrafos,Formato Texto (Lineas)_Viñetas,Orden Temporal_Orden Temporal Detectado,Orden Temporal_Pocas Fechas,Formato Fecha Más Común_DD/MM/YYYY,Formato Fecha Más Común_MM-YYYY,Formato Fecha Más Común_MM/YYYY,Formato Fecha Más Común_Mes YYYY (ES Comp),Formato Fecha Más Común_Mon YYYY (EN),Formato Fecha Más Común_Month YYYY (EN),Formato Fecha Más Común_Rango YYYY-YYYY,Formato Fecha Más Común_SpaCy DATE (Sin clasificar),Formato Fecha Más Común_YYYY,Formato Fecha Más Común_YYYY (SpaCy),Fuente principal_ArialMT,Fuente principal_Calibri,Fuente principal_Lato-Regular,Fuente principal_OpenSans-Regular,Fuente principal_Otra,Fuente principal_Roboto-Regular,Fuente principal_Tahoma,Legibilidad general_Buena,Legibilidad general_Potencialmente Deficiente,Consistencia tamaños fuente_Consistente,Consistencia tamaños fuente_Inconsistente,Consistencia márgenes (aprox)_Consistente,Consistencia márgenes (aprox)_Inconsistente,Uso de colores (texto)_No,Uso de colores (texto)_Sí,Uso de colores (dibujos)_No,Uso de colores (dibujos)_Sí,Deteccion Foto Perfil_No se detectaron imágenes candidatas,Deteccion Foto Perfil_Posible Foto Detectada,secciones_completas
15,1,1,503,11.62,4,8,7,7,49.4,100.0,3.48,96.52,0,0,1,0,0,21,5,1,0,0,0,0,0,9,0,11,1,1,1,0,0,1,1,1,1,1,1,3884,8,11.285714285714286,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,8
16,1,2,466,5.02,0,12,3,5,12.3,100.0,7.9,92.1,0,0,1,0,0,2,24,0,0,0,4,0,0,4,0,0,1,1,0,1,0,1,0,1,1,1,0,3243,12,14.2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,6
17,1,1,112,5.8,0,9,3,5,8.0,0.0,10.5,89.5,1,0,0,31,0,5,3,1,6,2,5,7,0,3,5,0,1,1,1,1,1,1,1,1,1,1,1,3156,9,15.2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,10
18,1,1,399,10.25,0,8,4,9,21.7,100.0,6.65,93.35,1,0,0,0,1,0,3,1,0,0,0,7,1,7,18,0,0,1,1,1,0,0,1,1,1,1,1,3427,8,15.666666666666666,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,7
19,1,4,925,5.71,0,11,6,5,25.7,2.3,3.87,96.13,0,0,0,8,0,8,9,12,0,9,0,0,24,3,0,0,1,1,1,1,1,0,1,1,1,1,0,7378,11,11.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,8
20,1,1,216,4.98,1,10,5,5,16.2,25.0,3.79,96.21,0,0,0,0,1,2,5,6,0,0,0,2,3,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1666,10,16.2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,10
21,1,2,559,6.21,1,11,2,4,37.0,100.0,2.33,97.67,0,0,0,0,1,3,6,0,0,0,23,4,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,4150,11,16.25,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,7
22,1,3,1087,8.42,1,10,6,3,40.4,11.8,12.71,87.29,0,0,0,0,1,2,9,18,0,0,2,1,0,107,7,0,1,1,1,1,0,1,1,1,1,1,0,8438,10,11.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,8
23,1,2,760,7.95,6,8,3,4,13.2,100.0,4.12,95.88,0,0,0,0,0,7,53,1,4,0,1,0,13,0,0,0,1,1,1,1,0,1,1,1,1,1,1,5315,8,14.75,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,9
24,1,2,72,3.86,0,9,5,6,23.8,100.0,9.49,90.51,1,1,1,0,0,3,3,13,2,0,0,6,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,2492,9,13.666666666666666,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,8
25,1,5,1509,6.69,0,12,10,12,17.5,100.0,2.49,97.51,0,0,0,5,1,44,5,61,0,26,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,10811,12,15.333333333333334,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,10
26,1,4,574,3.72,0,12,2,3,17.7,0.0,10.25,89.75,1,0,1,0,1,12,29,0,0,0,0,0,0,32,17,0,1,1,1,1,0,1,0,0,1,1,0,4803,12,13.666666666666666,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,6
27,1,3,901,6.14,1,11,9,6,28.0,3.6,3.65,96.35,0,0,1,0,0,20,0,0,0,5,63,3,33,0,0,0,1,1,1,1,1,1,1,1,1,1,0,6155,11,15.833333333333334,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,9
28,1,5,1518,6.72,1,9,4,6,0.8,0.0,2.39,97.61,0,0,0,11,1,10,8,0,0,34,22,0,72,8,7,13,1,1,1,1,1,1,1,1,1,1,1,11226,9,9.666666666666666,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,10
29,1,3,546,4.78,0,12,6,4,13.9,92.3,8.67,91.33,0,0,0,3,1,3,1,0,7,1,23,1,5,3,0,0,1,1,1,1,1,1,1,1,1,1,0,11702,12,23.25,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,9
30,1,8,563,1.46,1,5,5,17,3.0,93.6,4.06,95.94,0,0,1,27,1,18,1,3,10,0,17,0,3,3,1,0,1,1,1,1,0,1,1,1,1,1,0,3932,5,11.647058823529411,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,8
31,1,3,668,4.67,0,10,3,6,15.0,100.0,8.81,91.19,0,0,0,0,1,3,1,6,0,0,1,6,5,4,0,11,1,1,1,1,1,1,1,1,1,1,1,4683,10,21.5,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,10
32,1,2,446,5.19,0,8,5,6,15.7,100.0,3.17,96.83,1,0,1,0,1,2,2,12,0,0,2,1,2,2,21,6,1,1,1,1,0,1,1,1,1,1,1,3474,8,11.833333333333334,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,9
33,1,6,1078,3.72,1,12,4,7,24.5,100.0,6.66,93.34,0,0,1,9,1,42,1,0,0,0,25,0,3,28,0,0,1,1,1,1,0,1,1,1,1,1,1,7461,12,14.857142857142858,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,9
34,1,3,150,6.7,2,11,3,5,42.7,87.8,17.89,82.11,1,1,1,1,1,1,4,0,0,0,4,0,2,5,4,0,1,1,1,0,0,1,1,1,1,1,0,6727,11,12.8,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,7
35,1,1,520,10.54,0,8,4,7,32.8,100.0,15.2,84.8,1,0,0,0,1,41,6,5,0,0,0,0,0,9,0,0,1,1,1,1,0,1,1,1,1,0,0,3525,8,16.714285714285715,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,7
36,1,3,728,5.35,1,10,5,4,7.2,0.0,14.91,85.09,0,0,0,0,0,1,84,1,3,0,6,15,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,5184,10,11.25,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,8
37,1,3,167,5.02,0,10,2,4,29.6,0.0,6.31,93.69,1,1,0,0,1,1,2,11,0,9,0,11,11,6,0,0,1,1,1,1,1,1,1,1,1,1,0,5041,10,12.5,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,9
38,1,2,847,8.69,1,10,11,6,0.0,81.2,5.29,94.71,0,0,0,0,1,9,35,2,0,0,0,0,0,21,0,11,1,1,1,1,0,1,0,1,1,1,1,5615,10,9.666666666666666,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,8
39,1,1,104,8.7,5,10,3,7,0.0,100.0,9.24,90.76,0,0,0,0,0,0,2,1,0,0,4,4,0,0,0,5,1,1,1,1,0,1,1,1,1,0,1,2810,10,13.857142857142858,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,8
40,1,2,110,5.92,0,9,1,6,0.0,100.0,4.57,95.43,1,1,1,6,0,1,3,0,0,0,1,2,1,2,3,0,1,1,1,0,1,1,1,1,1,1,1,3957,9,10.166666666666666,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,9
41,1,2,125,4.91,0,9,6,4,12.4,80.3,7.03,92.97,0,0,0,0,0,3,17,15,6,6,7,0,2,3,1,0,1,1,1,1,1,1,1,1,1,1,0,3173,9,12.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,9
42,1,4,256,5.48,0,11,4,4,25.6,0.0,9.72,90.28,0,0,0,0,1,3,2,4,0,0,1,13,4,18,0,5,1,1,1,1,0,1,1,1,1,1,1,7086,11,14.75,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,9
43,1,5,890,3.66,0,12,4,5,6.4,100.0,9.38,90.62,0,0,0,0,1,6,27,31,0,0,3,0,0,1,3,14,1,1,1,1,0,1,1,1,1,1,1,6104,12,14.8,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,9
44,1,1,173,3.45,1,10,8,8,66.0,86.8,5.33,94.67,0,0,0,0,1,9,2,0,0,0,0,0,0,4,0,4,1,1,1,0,0,1,1,1,1,1,1,1154,10,12.25,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,8
45,1,3,839,6.05,0,11,2,3,27.4,0.0,6.67,93.33,0,0,0,0,1,2,45,2,0,2,0,0,0,0,5,0,1,1,1,1,1,1,1,1,1,1,1,5862,11,11.333333333333334,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,10
46,1,6,978,3.73,1,11,3,11,27.7,1.9,4.01,95.99,0,0,0,1,0,2,77,0,2,0,0,0,40,0,0,0,1,1,1,1,0,1,0,1,1,0,0,7487,11,8.636363636363637,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,6
47,1,2,75,6.25,3,10,6,4,21.4,95.2,8.39,91.61,0,0,0,0,0,0,2,0,0,0,1,2,0,2,0,0,1,1,0,0,0,1,1,1,1,1,0,4183,10,13.25,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,6
48,1,3,614,4.42,5,8,3,9,0.0,100.0,7.73,92.27,0,0,0,9,1,19,0,1,13,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,4435,8,19.666666666666668,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,10
49,1,6,967,4.19,8,10,3,8,27.1,3.6,5.12,94.88,0,0,0,0,1,0,3,3,8,0,0,0,9,12,4,0,1,1,1,1,1,1,1,1,1,1,0,7644,10,12.25,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,9
50,1,3,176,5.33,0,9,5,4,11.1,100.0,8.42,91.58,1,1,0,0,1,5,2,0,7,0,1,2,8,1,0,5,1,1,1,1,1,1,1,1,1,1,1,5167,9,16.5,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,10
51,1,2,134,8.87,2,10,3,6,2.0,0.0,9.27,90.73,1,0,1,0,1,0,2,6,0,1,0,4,0,1,2,0,1,1,1,1,1,1,1,1,1,1,0,5936,10,15.666666666666666,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,9
52,1,3,561,4.13,2,12,4,3,20.9,1.6,2.82,97.18,0,0,0,1,1,2,1,8,0,0,20,2,14,1,1,0,1,1,1,1,1,1,1,1,1,1,0,4139,12,12.333333333333334,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,9
53,1,3,914,6.72,0,9,7,7,26.5,100.0,4.83,95.17,1,0,0,1,1,1,0,15,1,0,4,0,8,0,49,0,1,1,1,1,0,1,1,1,1,1,1,6726,9,11.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,9
54,1,1,59,8.17,0,10,7,5,21.3,100.0,16.23,83.77,1,1,0,0,0,10,0,0,0,0,0,1,2,0,6,0,1,1,1,1,0,1,1,1,1,1,0,2641,10,12.8,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,8
55,1,2,781,9.54,0,9,6,10,12.2,87.0,7.65,92.35,1,0,0,2,0,12,14,29,0,0,1,1,8,0,17,13,1,1,1,1,0,1,1,1,1,1,1,6168,9,12.1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,9
56,1,5,133,2.93,0,12,6,5,25.0,7.9,5.31,94.69,0,0,0,2,1,0,3,0,0,0,2,0,32,22,4,0,1,1,1,0,1,1,1,1,1,1,0,4899,12,15.8,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,8
57,1,2,473,5.5,5,12,6,6,22.6,2.8,6.59,93.41,0,0,0,0,0,13,61,5,0,0,7,5,0,0,0,3,1,1,1,1,0,1,1,1,1,1,1,3556,12,15.5,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,9
58,1,4,137,3.63,1,10,11,6,17.2,72.2,6.93,93.07,0,0,1,4,1,10,1,16,1,0,5,0,2,5,5,0,1,1,1,1,0,1,1,1,1,1,0,4861,10,12.333333333333334,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,8
60,1,4,1930,11.38,6,8,10,10,27.0,100.0,7.15,92.85,0,0,0,5,1,12,19,0,0,0,13,1,48,7,1,0,1,1,1,1,0,1,1,1,1,1,1,14706,8,8.5,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,9
61,1,2,432,4.81,4,10,4,8,7.8,100.0,3.86,96.14,0,0,0,0,1,1,6,8,0,0,3,5,0,3,8,4,1,1,1,1,0,1,1,1,1,1,1,3106,10,13.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,9
62,1,2,522,5.66,1,10,5,5,17.2,82.8,8.48,91.52,0,0,0,0,0,2,43,4,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,3657,10,11.2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,6
63,1,3,562,4.34,0,11,5,12,26.0,13.9,3.61,96.39,0,0,0,4,0,10,36,3,0,0,0,0,0,9,1,0,1,1,1,0,0,1,1,1,1,1,1,4206,11,11.5,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,8
64,1,1,189,4.21,4,10,5,3,14.7,100.0,4.66,95.34,0,0,0,0,0,4,1,2,0,0,4,3,5,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1359,10,12.333333333333334,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,8
65,1,4,945,4.78,0,10,4,6,22.7,100.0,4.57,95.43,0,0,0,1,1,4,0,0,1,0,3,12,5,4,0,0,1,1,1,1,1,1,1,1,1,1,1,6384,10,9.333333333333334,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,10
66,1,2,326,3.51,1,10,4,3,24.2,90.5,9.51,90.49,1,0,0,0,0,3,2,5,0,3,18,1,0,17,9,10,1,1,1,1,1,1,1,1,1,1,1,2266,10,17.333333333333332,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,10
67,1,2,944,10.16,1,8,5,4,42.6,12.4,6.55,93.45,0,0,1,0,1,13,1,1,0,1,1,0,0,13,0,0,1,1,1,1,1,1,1,1,1,1,1,6807,8,12.75,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,10
68,1,2,1057,9.77,0,9,3,4,3.4,100.0,3.11,96.89,0,0,0,15,0,10,1,4,0,0,0,2,0,3,0,1,1,1,1,1,0,1,1,1,1,1,1,6529,9,12.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,9
69,1,2,1077,11.04,2,9,5,7,9.8,100.0,5.28,94.72,0,0,0,1,1,2,0,22,6,0,1,2,4,24,0,32,1,0,1,1,0,1,1,1,1,1,1,7386,9,13.571428571428571,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,8
70,1,1,368,9.26,0,10,4,5,22.6,100.0,3.37,96.63,0,0,0,0,0,11,15,0,0,0,0,11,1,0,3,0,1,1,1,1,0,1,1,1,1,1,0,2743,10,11.6,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,8
71,1,10,1383,3.04,1,10,8,6,19.6,92.4,3.59,96.41,0,0,1,13,1,2,4,39,12,5,0,2,0,4,0,0,1,1,1,1,1,1,1,1,1,1,1,9822,10,10.666666666666666,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,10
72,1,3,767,5.86,2,11,5,2,22.5,16.9,6.3,93.7,0,1,1,1,0,9,31,6,0,0,0,23,0,4,6,0,1,1,1,0,1,1,1,1,1,1,0,5685,11,11.5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,8
73,1,1,436,9.75,1,9,3,4,17.5,100.0,9.53,90.47,1,1,0,1,1,0,0,0,0,0,2,17,13,0,0,0,1,1,1,0,0,1,1,1,1,0,0,3261,9,13.75,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,6
74,1,2,541,5.71,0,9,3,6,12.0,100.0,5.51,94.49,1,0,0,1,0,6,1,2,4,2,38,13,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,3815,9,11.5,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,10
75,1,2,882,8.44,0,9,5,4,9.2,90.1,3.51,96.49,0,0,0,0,0,6,23,27,0,0,0,6,0,0,0,8,1,1,1,1,0,1,1,1,1,0,1,5453,9,11.5,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,8
76,1,38,1985,1.06,0,10,17,15,24.2,47.2,2.27,97.73,1,0,1,73,1,8,5,0,1,0,0,0,0,2,69,0,1,1,1,1,0,1,1,1,1,1,1,14013,10,15.466666666666667,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,9
77,1,1,185,3.93,0,11,2,5,34.8,100.0,2.23,97.77,0,0,0,3,0,6,1,2,0,0,19,2,0,0,0,3,1,1,1,1,0,1,1,0,1,0,1,1312,11,13.4,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,7
78,1,6,248,3.35,4,11,10,7,11.7,100.0,7.16,92.84,0,0,0,1,0,0,0,11,5,0,8,2,2,23,7,0,1,1,1,1,1,1,1,1,1,1,1,6722,11,15.714285714285714,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,10
80,1,4,1103,5.15,5,10,7,5,9.9,11.1,4.89,95.11,0,0,1,4,1,1,1,12,0,0,24,1,0,13,3,0,1,1,1,1,0,1,1,1,1,1,0,6652,10,15.2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,8
81,1,1,414,8.79,1,9,4,6,34.4,9.4,4.1,95.9,0,0,0,0,0,2,20,3,0,0,0,0,4,0,0,0,1,1,1,1,0,0,1,1,1,1,0,2936,9,10.666666666666666,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,7
83,1,3,856,6.02,1,10,8,4,28.7,4.6,2.27,97.73,0,0,0,1,0,8,6,4,0,8,1,1,3,19,0,0,1,1,1,1,1,1,1,1,1,1,1,6033,10,11.5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,10
84,1,10,1808,4.05,0,12,4,6,11.6,100.0,5.79,94.21,0,0,0,1,1,19,4,4,4,3,3,22,0,15,2,0,1,1,1,1,1,1,1,1,1,1,1,13079,12,16.5,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,10
85,1,3,554,4.47,6,10,5,6,13.4,75.8,8.35,91.65,1,1,1,1,1,5,0,12,0,0,5,4,0,8,0,21,1,1,1,1,0,1,1,1,1,1,1,4336,10,13.333333333333334,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,9
86,1,7,725,2.42,0,12,5,5,24.9,1.1,5.99,94.01,0,0,0,10,0,3,2,0,0,20,21,8,0,2,0,0,1,1,1,1,1,1,1,1,1,1,0,5468,12,8.8,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,9
87,1,6,436,6.03,2,10,6,4,18.3,42.0,12.91,87.09,0,0,1,2,1,16,1,0,9,10,0,2,5,4,1,0,1,1,0,1,1,1,1,1,1,1,1,12109,10,13.25,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,9
88,1,2,436,4.4,0,8,2,5,19.6,100.0,2.43,97.57,0,0,0,0,1,5,1,3,0,1,27,3,0,21,0,14,1,1,1,1,1,1,1,0,1,1,1,2941,8,9.8,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,9
89,1,6,1244,4.76,2,10,4,3,2.0,100.0,6.69,93.31,0,0,0,1,0,7,8,7,0,0,0,0,10,16,0,0,1,1,1,1,0,1,1,1,1,1,0,9222,10,11.666666666666666,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,8
90,1,4,196,4.66,4,10,4,5,0.0,82.7,15.26,84.74,1,1,1,6,1,26,4,7,0,0,3,1,9,3,25,16,1,1,1,1,0,1,1,1,1,1,1,6023,10,15.4,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,9
91,1,4,506,2.91,1,12,5,5,33.2,100.0,10.11,89.89,0,0,0,1,1,14,4,0,0,5,7,0,5,0,0,0,1,1,0,1,1,1,0,1,1,1,0,3883,12,13.4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,7
92,1,2,216,2.35,4,10,1,4,0.0,0.0,6.02,93.98,1,1,1,0,1,2,9,0,16,0,1,0,2,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1567,10,12.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,8
